00:00:03.972,0,
00:00:03.972,0,
00:00:04.233,0,
00:00:04.277,0,
00:00:04.364,0,
00:00:04.395,0,
00:00:04.418,0,
00:00:04.419,0,
00:00:04.419,0,
00:00:04.420,0,
00:00:04.423,0,
00:00:04.423,0,
00:00:04.424,0,
00:00:04.425,0,
00:00:04.425,0,
00:00:04.426,0,
00:00:04.427,0,
00:00:04.427,0,
00:00:04.428,0,
00:00:04.428,0,
00:00:04.428,0,
00:00:04.429,0,
00:00:04.430,0,
00:00:04.441,0,
00:00:04.460,0,
00:00:04.483,0,
00:00:04.505,0,
00:00:04.525,0,
00:00:04.547,0,
00:00:04.570,0,
00:00:04.588,0,
00:00:04.611,0,
00:00:04.633,0,
00:00:04.653,0,
00:00:04.674,0,
00:00:04.697,0,
00:00:04.717,0,
00:00:04.740,0,
00:00:04.760,0,
00:00:04.781,0,
00:00:04.803,0,
00:00:04.825,0,
00:00:04.845,0,
00:00:04.867,0,
00:00:04.888,0,
00:00:04.910,0,
00:00:04.931,0,
00:00:04.953,0,
00:00:04.973,0,
00:00:04.995,0,
00:00:05.017,0,
00:00:05.037,0,
00:00:05.059,0,
00:00:05.081,0,
00:00:05.102,0,
00:00:05.123,0,
00:00:05.146,0,
00:00:05.165,0,
00:00:05.188,0,
00:00:05.210,0,
00:00:05.231,0,
00:00:05.252,0,
00:00:05.274,0,
00:00:05.293,0,
00:00:05.315,0,
00:00:05.338,0,
00:00:05.357,0,
00:00:05.379,0,
00:00:05.402,0,
00:00:05.422,0,
00:00:05.443,0,
00:00:05.465,0,
00:00:05.485,0,
00:00:05.507,0,
00:00:05.529,0,
00:00:05.550,0,
00:00:05.573,0,
00:00:05.594,0,
00:00:05.614,0,
00:00:05.635,0,
00:00:05.657,0,
00:00:05.678,0,
00:00:05.700,0,
00:00:05.722,0,
00:00:05.741,0,
00:00:05.764,0,
00:00:05.786,0,
00:00:05.805,0,
00:00:05.827,0,
00:00:05.850,0,
00:00:05.870,0,
00:00:05.891,0,
00:00:05.913,0,
00:00:05.933,0,
